ID,Session,MLTD,TotalTokens,MeanClauseLength,AvgDepLength,DepTypeEntropy,NominalDensity,NPComplexity,VPComplexity,MeanNPLength,PPDensity,Condition.x,Variety,Topic
NW_74,1st,58.04594586,562,6.043010753,2.631984586,3.036147057,2.135231317,0.186335404,8.808219178,1.527950311,1.023255814,Nat,AUS,technology
NW_75,3rd,107.3612213,535,8.106060606,3.512524085,3.117704541,2.803738318,0.207142857,16.02739726,1.678571429,3.1875,Nat,NZ,disagreement
NW_75,2nd,82.86737314,539,6.91025641,3.245173745,3.080016934,3.896103896,0.262411348,12.57142857,1.645390071,2.285714286,Nat,NZ,stereotype
NW_75,1st,80.1974581,531,7.695652174,3.12745098,3.074412145,1.694915254,0.286821705,13.35,1.651162791,2.476190476,Nat,NZ,dream
NW_76,1st,90.33126225,548,7.025641026,2.772030651,3.09014335,4.01459854,0.278145695,11.4047619,1.662251656,1.730769231,Nat,CAN,dream
NW_76,3rd,81.47992746,558,7.85915493,2.755258126,3.028399173,2.150537634,0.305555556,9.078947368,1.701388889,1.628571429,Nat,CAN,workplace
NW_76,2nd,73.75039904,562,6.459770115,2.826996198,3.060876876,3.736654804,0.22147651,10.25,1.597315436,1.194444444,Nat,CAN,stereotype
NW_77,3rd,95.96675258,573,7.1625,2.99270073,3.020452293,2.617801047,0.204379562,12.85714286,1.554744526,1.84,Nat,NZ,workplace
NW_77,1st,80.39144146,599,7.4875,3.305944056,3.083497309,1.83639399,0.210144928,11.35365854,1.536231884,1.814814815,Nat,NZ,stereotype
NW_77,2nd,70.65034792,584,8.342857143,3.385585586,2.984576277,1.54109589,0.137681159,11.65753425,1.471014493,1.793103448,Nat,NZ,dream
NW_78,3rd,93.48366537,558,7.540540541,3.378026071,3.063093788,1.612903226,0.207692308,13.92771084,1.469230769,2.238095238,Nat,AUS,workplace
NW_78,1st,85.98392092,587,7.932432432,3.402097902,3.110492138,1.533219761,0.156462585,16.375,1.612244898,4.133333333,Nat,AUS,dream
NW_78,2nd,70.25904657,530,7.066666667,4.044573643,3.010882979,1.132075472,0.153333333,18.11494253,1.426666667,3.285714286,Nat,AUS,stereotype
NW_79,3rd,62.778415,572,7.061728395,3.073664825,3.024349027,1.923076923,0.156716418,13.04109589,1.634328358,1.75862069,Nat,AUS,workplace
NW_79,1st,61.06934096,635,7.839506173,3.060100167,2.981055024,1.57480315,0.154761905,12.1125,1.511904762,1.416666667,Nat,AUS,technology
NW_79,2nd,46.32713755,653,8.061728395,3.009868421,3.010233042,1.071975498,0.346666667,10.37333333,1.666666667,1.244444444,Nat,AUS,stereotype
NW_80,3rd,56.82259571,585,6.223404255,3.053763441,3.077847748,1.709401709,0.139705882,11.66233766,1.470588235,1.62962963,Nat,AUS,workplace
NW_80,1st,49.240165,550,7.746478873,3.375,2.943779089,2,0.188811189,12.35443038,1.587412587,3,Nat,AUS,dream
NW_80,2nd,48.1214539,560,7.088607595,3.00754717,3.060685426,0.714285714,0.121794872,11.30136986,1.384615385,1.6,Nat,AUS,technology
NW_81,2nd,81.63439149,542,6.609756098,3.337735849,3.051298816,1.660516605,0.144736842,15.34210526,1.407894737,4.5,Nat,NZ,dream
NW_81,3rd,78.96412437,625,7.8125,3.796747967,3.138526756,1.6,0.238993711,16.08974359,1.597484277,7.1,Nat,NZ,disagreement
NW_81,1st,78.02116082,575,8.984375,3.567375887,3.000351808,1.391304348,0.239726027,20.33333333,1.630136986,7,Nat,NZ,technology
NW_82,2nd,114.1867289,550,9.166666667,3.159392789,3.033769117,5.272727273,0.382352941,13.58208955,1.919117647,2.652173913,Nat,NZ,stereotype
NW_82,1st,86.80888889,553,8.919354839,3.208255159,3.015298237,2.893309222,0.275167785,11.54166667,1.711409396,3.35,Nat,NZ,dream
NW_82,3rd,85.26264626,549,10.35849057,3.072380952,2.996677361,4.918032787,0.382352941,12.15942029,1.948529412,2.791666667,Nat,NZ,disagreement
NW_83,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nat,CAN,NA
NW_83,1st,57.95576779,591,6.092783505,3.182624113,2.992466964,0.507614213,0.104651163,10.06578947,1.430232558,1.814814815,Nat,CAN,stereotype
NW_83,2nd,54.63431308,580,8.405797101,3.119133574,3.015371914,1.206896552,0.207792208,12.03225806,1.512987013,1.961538462,Nat,CAN,technology
NW_84,2nd,99.55298113,607,8.671428571,3.280550775,3.070995266,4.283360791,0.289473684,12.67164179,1.703947368,2,Nat,US,dream
NW_84,3rd,98.08333333,605,8.521126761,2.877622378,3.042646833,2.479338843,0.24822695,11.42028986,1.70212766,2.060606061,Nat,US,disagreement
NW_84,1st,80.8608461,591,8.442857143,3.102150538,2.963735903,1.52284264,0.2375,10.27868852,1.60625,1.878787879,Nat,US,technology
NW_85,2nd,94.62873627,577,6.951807229,2.901279707,3.067582783,3.119584055,0.210884354,9.831325301,1.571428571,1.5,Nat,US,dream
NW_85,1st,86.02319383,723,8.310344828,3.247467438,3.015392457,2.213001383,0.258241758,10.48780488,1.549450549,1.9375,Nat,US,stereotype
NW_85,3rd,79.75181514,594,6.527472527,2.762075134,3.027272599,0.673400673,0.1125,9.807228916,1.3625,0.971428571,Nat,US,disagreement
NW_86,1st,87.35867927,574,7.358974359,2.898523985,3.106892004,1.045296167,0.1875,10.22666667,1.534722222,1.21875,Nat,NZ,technology
NW_86,3rd,84.91674429,602,7,2.851590106,3.018816136,1.162790698,0.164285714,9.341463415,1.571428571,1.416666667,Nat,NZ,disagreement
NW_86,2nd,70.39435549,567,6.443181818,3.496336996,3.016897299,1.410934744,0.109375,11.56521739,1.4296875,2.19047619,Nat,NZ,dream
NW_87,3rd,105.2922826,622,7.493975904,3.512437811,3.096125167,1.92926045,0.193548387,14.80722892,1.612903226,3.473684211,Nat,NZ,disagreement
NW_87,1st,92.84475247,795,8.03030303,3.519633508,2.983829851,2.389937107,0.206030151,12.53982301,1.51758794,2.516129032,Nat,NZ,technology
NW_87,2nd,83.37368068,708,6.742857143,3.128508124,3.028849627,3.107344633,0.236363636,10.08163265,1.739393939,1.612903226,Nat,NZ,dream
NW_88,1st,126.6141771,581,7.644736842,3.073741007,3.081116417,2.237521515,0.288732394,12.32,1.669014085,2.08,Nat,AUS,dream
NW_88,2nd,116.3177364,585,8.863636364,2.98381295,3.028807062,1.88034188,0.275362319,11.7,1.768115942,1.896551724,Nat,AUS,technology
NW_88,3rd,115.6488308,628,10.46666667,3.217247098,3.016561155,2.229299363,0.464516129,13.26153846,1.922580645,2.4,Nat,AUS,workplace
NW_89,3rd,60.82648345,554,7.486486486,3.028355388,3.053726615,2.346570397,0.126760563,10.96470588,1.485915493,1.92,Nat,US,disagreement
NW_89,1st,59.10794045,582,7.97260274,2.94265233,2.964493785,1.374570447,0.141935484,12.29487179,1.483870968,3.041666667,Nat,US,technology
NW_89,2nd,49.49672071,533,5.922222222,2.870333988,2.974939019,1.500938086,0.06875,14.31168831,1.38125,2.416666667,Nat,US,stereotype
NW_90,1st,110.9410109,605,9.166666667,3.218965517,3.063276718,1.32231405,0.35862069,11.86153846,1.772413793,2.12,Nat,US,technology
NW_90,3rd,90.7387963,593,8.123287671,3.257042254,3.042373294,2.698145025,0.326530612,13.10294118,1.741496599,2.36,Nat,US,disagreement
NW_90,2nd,68.22827263,587,8.152777778,3.003597122,2.977473002,1.873935264,0.1875,9.731343284,1.56875,1.580645161,Nat,US,dream
NW_91,3rd,104.7213166,604,6.494623656,2.554954955,2.992889366,0.993377483,0.090909091,8.084337349,1.298701299,0.755102041,Nat,CAN,disagreement
NW_91,2nd,78.77593696,627,6.087378641,2.530541012,3.091375555,1.435406699,0.220930233,8.227272727,1.569767442,0.814814815,Nat,CAN,technology
NW_91,1st,66.48484305,621,5.4,2.571681416,2.866681821,1.127214171,0.18579235,8.02,1.300546448,0.410714286,Nat,CAN,stereotype
NW_92,3rd,89.06128274,557,8.569230769,3.03564728,3.120253822,1.615798923,0.149253731,15.01388889,1.552238806,2.375,Nat,NZ,disagreement
NW_92,2nd,73.28571429,576,7.024390244,2.788785047,2.983716952,2.256944444,0.183544304,9.409836066,1.556962025,1.463414634,Nat,NZ,technology
NW_92,1st,63.09774032,562,7.025,2.559615385,2.945096252,1.779359431,0.221518987,8.917808219,1.639240506,1.261904762,Nat,NZ,stereotype
NW_93,3rd,91.328125,770,7.196261682,3.27114094,3.077965725,2.467532468,0.204301075,10.6146789,1.548387097,3,Nat,CAN,workplace
NW_93,2nd,87.29365142,543,7.757142857,2.929118774,3.043490343,2.394106814,0.205673759,14,1.588652482,3.047619048,Nat,CAN,stereotype
NW_93,1st,73.61679844,544,7.771428571,3.036259542,2.980363153,2.205882353,0.23943662,13.34328358,1.647887324,3.25,Nat,CAN,technology
NW_94,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nat,US,NA
NW_94,2nd,76.80291598,542,7.970588235,3.067698259,3.046787235,2.58302583,0.22972973,11.64705882,1.662162162,2,Nat,US,technology
NW_94,1st,61.34228488,545,7.785714286,2.990366089,3.021150778,3.486238532,0.172839506,10.76315789,1.555555556,2.346153846,Nat,US,stereotype
NW_95,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nat,CAN,NA
NW_95,1st,79.55885436,589,9.5,3.42680776,2.934948833,1.358234295,0.257861635,13.61111111,1.685534591,2.5,Nat,CAN,stereotype
NW_95,2nd,77.57142857,589,8.068493151,3.044326241,3.008681259,1.018675722,0.24025974,12.67088608,1.61038961,2.32,Nat,CAN,technology
NW_96,2nd,134.1480583,637,7.494117647,2.847972973,2.961098378,1.726844584,0.219512195,10.35164835,1.609756098,1.111111111,Nat,NZ,technology
NW_96,3rd,112.9714144,623,6.627659574,3.046153846,2.985284956,1.76565008,0.183098592,8.806122449,1.5,1.236842105,Nat,NZ,workplace
NW_96,1st,97.40590641,648,8.64,2.793442623,2.963720189,3.086419753,0.325842697,9.315068493,1.646067416,1.131578947,Nat,NZ,stereotype
NW_97,2nd,87.49460994,637,8.726027397,3.40228013,3.079013355,2.668759812,0.328947368,14.28787879,1.723684211,2.869565217,Nat,AUS,stereotype
NW_97,1st,77.68575312,583,8.449275362,3.358422939,3.08757403,0.686106346,0.190140845,12.79104478,1.556338028,2.04,Nat,AUS,technology
NW_97,3rd,72.98269978,683,8.64556962,3.560606061,3.047948723,2.635431918,0.255952381,12.16455696,1.785714286,2.913043478,Nat,AUS,workplace
NW_98,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nat,US,NA
NW_98,2nd,79.72954375,569,6.540229885,2.537142857,2.9948989,0.878734622,0.192982456,8.756410256,1.415204678,1.022727273,Nat,US,technology
NW_98,1st,69.37009209,570,6.951219512,2.333973129,3.003807238,4.736842105,0.290322581,8.537313433,1.64516129,0.959183673,Nat,US,stereotype
NW_99,1st,97.16788079,585,7.222222222,3.123877917,3.06690899,3.076923077,0.186335404,11.075,1.577639752,1.535714286,Nat,CAN,stereotype
NW_99,3rd,65.18944452,573,6.031578947,3.209558824,3.050321143,1.745200698,0.201342282,10.94565217,1.55033557,1.068965517,Nat,CAN,disagreement
NW_99,2nd,62.96120842,579,6.159574468,3.096539162,3.000981129,2.07253886,0.231292517,11.02409639,1.503401361,1.166666667,Nat,CAN,dream
NW_100,3rd,128.1162714,633,8.220779221,3.066334992,3.055829729,1.263823065,0.220125786,11,1.534591195,2.166666667,Nat,AUS,workplace
NW_100,2nd,118.6096038,625,7.102272727,2.974533107,3.025715239,1.92,0.184357542,11.20987654,1.508379888,1.138888889,Nat,AUS,stereotype
NW_100,1st,88.00164874,691,7.273684211,2.9,2.979980286,1.157742402,0.175324675,9.408602151,1.564935065,0.843137255,Nat,AUS,technology
NW_101,3rd,134.4214243,534,8.476190476,3.455066922,3.161962144,2.059925094,0.390410959,22.68831169,1.760273973,4.818181818,Nat,NZ,disagreement
NW_101,1st,117.5024689,537,9.763636364,3.183908046,3.034364528,1.117318436,0.395348837,15.725,1.751937984,5.866666667,Nat,NZ,dream
NW_101,2nd,111.9127304,611,8.728571429,3.119453925,3.068655934,1.636661211,0.326923077,15.32941176,1.820512821,2.64,Nat,NZ,stereotype
NW_102,1st,92.19888431,759,7.989473684,3.480874317,3.050608518,0.658761528,0.245810056,11.92380952,1.648044693,2.259259259,Nat,CAN,technology
NW_102,3rd,83.04746694,688,8.49382716,3.590909091,2.98092835,1.889534884,0.217391304,10.16483516,1.708074534,2.607142857,Nat,CAN,workplace
NW_102,2nd,78.43544892,912,7.794871795,3.812429379,3.025312358,3.728070175,0.201716738,12.53153153,1.575107296,3,Nat,CAN,dream
NW_103,1st,76.40064008,696,7.820224719,3.13897281,3.021533626,2.155172414,0.22459893,10.16,1.50802139,1.470588235,Nat,CAN,technology
NW_103,3rd,65.31839916,559,7.453333333,3.564814815,3.094498437,2.504472272,0.171875,12.14444444,1.53125,2.473684211,Nat,CAN,workplace
NW_103,2nd,46.75436703,585,8.01369863,3.053475936,3.028068624,2.393162393,0.140350877,12.82539683,1.538011696,2.208333333,Nat,CAN,stereotype
NW_104,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nat,CAN,NA
NW_104,1st,105.2935244,650,7.558139535,3.413738019,3.094743503,2.153846154,0.220238095,12.25882353,1.654761905,2.875,Nat,CAN,stereotype
NW_104,2nd,93.95325019,587,7.723684211,3.358792185,3.100963497,1.36286201,0.134615385,11.88157895,1.442307692,2.166666667,Nat,CAN,dream
NW_105,3rd,91.56867955,524,8.1875,3.468871595,3.024963475,0.572519084,0.124087591,16.8961039,1.328467153,5.4,Nat,AUS,disagreement
NW_105,2nd,81.5463141,530,8.28125,3.694980695,3.026102839,0.377358491,0.082191781,20.6,1.294520548,5.416666667,Nat,AUS,technology
NW_105,1st,43.41708234,527,6.2,3.990272374,2.986315805,0.569259962,0.101694915,17.88392857,1.347457627,2.692307692,Nat,AUS,dream
NW_106,3rd,131.5458937,623,7.244186047,3.050675676,3.013006948,1.926163724,0.253012048,12.50588235,1.644578313,1.935483871,Nat,US,disagreement
NW_106,1st,87.5,587,6.905882353,2.819168174,3.086851078,0.340715503,0.172413793,11.175,1.655172414,1.441176471,Nat,US,stereotype
NW_106,2nd,79.50296379,609,7.807692308,3.104347826,2.936881568,0.821018062,0.137931034,10.79746835,1.496551724,2,Nat,US,dream
NW_107,3rd,83.77564824,677,7.872093023,3.45688351,3.098054048,1.477104874,0.222222222,15.4375,1.62745098,3.875,Nat,NZ,workplace
NW_107,2nd,69.11111111,692,9.351351351,3.66962963,3.060542911,1.878612717,0.216216216,13.78651685,1.627027027,3.647058824,Nat,NZ,technology
NW_107,1st,64.89558688,651,8.1375,3.575757576,3.051736237,2.457757296,0.190217391,12.328125,1.5,2.625,Nat,NZ,stereotype
NW_108,2nd,109.7236413,924,9.333333333,3.85857461,3.013281451,2.813852814,0.285067873,15.48913043,1.764705882,4.038461538,Nat,CAN,technology
NW_108,3rd,93.55293471,669,8.158536585,3.219474498,2.986480621,2.242152466,0.245283019,11.88421053,1.679245283,3.681818182,Nat,CAN,workplace
NW_108,1st,78.05416988,966,7.918032787,3.308602151,3.074923528,1.6563147,0.178137652,13.30252101,1.603238866,2.333333333,Nat,CAN,dream
NW_109,3rd,87.09737353,617,7.258823529,3.141891892,3.047541744,2.106969206,0.310810811,11.4,1.709459459,1.88,Nat,CAN,workplace
NW_109,2nd,73.61647521,629,7.147727273,3.144053601,3.063254617,1.271860095,0.337579618,11.81914894,1.700636943,1.40625,Nat,CAN,stereotype
NW_109,1st,53.41740826,608,7.325301205,3.110918544,3.031785801,2.631578947,0.236842105,9.872093023,1.572368421,1.516129032,Nat,CAN,dream
NW_110,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nat,UK,NA
NW_110,1st,97.41249328,598,6.644444444,2.914893617,3.053988558,0.668896321,0.197368421,9.989130435,1.506578947,1.558823529,Nat,UK,technology
NW_110,2nd,85.16656978,648,7.280898876,2.915721232,3.055024801,3.086419753,0.251533742,11.63736264,1.625766871,2.032258065,Nat,UK,dream
NW_111,1st,81.9117222,563,6.950617284,3.285185185,3.029613339,1.420959147,0.218978102,11.91891892,1.525547445,2.434782609,Nat,AUS,technology
NW_111,3rd,77.32306333,540,9.152542373,3.071566731,3.075353535,0.740740741,0.222222222,12.42857143,1.563492063,2.695652174,Nat,AUS,disagreement
NW_111,2nd,67.69535557,555,6.607142857,3.229755179,2.996697713,1.621621622,0.135135135,12.38202247,1.486486486,1.75,Nat,AUS,dream
NW_112,3rd,80.80582002,931,8.166666667,3.630820399,3.056743981,1.611170784,0.256880734,13.61206897,1.711009174,3.275862069,Nat,CAN,disagreement
NW_112,2nd,77.94778377,691,7.197916667,2.801872075,2.9562544,1.013024602,0.208860759,9.134146341,1.582278481,1.06,Nat,CAN,dream
NW_112,1st,59.4241305,639,6.454545455,3.550082102,2.985708285,0.938967136,0.086956522,12.12820513,1.416149068,1.533333333,Nat,CAN,stereotype
NW_113,1st,73.92002945,574,8.830769231,3.518050542,3.021920003,2.43902439,0.405797101,15.765625,1.913043478,3.15,Nat,UK,stereotype
NW_113,3rd,66.2644545,586,10.46428571,3.239285714,2.977268361,0.853242321,0.260273973,13.24137931,1.883561644,2.538461538,Nat,UK,disagreement
NW_113,2nd,46.99476223,576,8.597014925,3.083941606,2.922281772,1.5625,0.298136646,12.8,1.714285714,2.142857143,Nat,UK,technology
NW_114,2nd,83.9615608,551,6.8875,3.005714286,3.045412907,2.722323049,0.146666667,11.04301075,1.466666667,1.384615385,Nat,US,stereotype
NW_114,1st,78.93535525,557,6.476744186,2.784761905,3.066827367,4.847396768,0.316546763,9.392857143,1.841726619,1.4375,Nat,US,dream
NW_114,3rd,76.01798444,550,6.875,2.901923077,3.021000379,1.636363636,0.16875,10.09375,1.38125,1.433333333,Nat,US,disagreement
NW_115,2nd,124.7313327,596,8.054054054,2.878787879,3.035202086,2.348993289,0.150684932,8.609756098,1.45890411,1.485714286,Nat,NZ,stereotype
NW_115,3rd,113.0868557,605,8.175675676,3.417525773,3.117852062,2.479338843,0.267123288,13.38095238,1.719178082,2.130434783,Nat,NZ,disagreement
NW_115,1st,82.03903676,625,7.8125,3.071186441,3.067242456,1.12,0.340740741,8.810810811,1.762962963,1.514285714,Nat,NZ,dream
NW_116,1st,81.62564356,583,8.211267606,2.70749543,3.030386101,1.372212693,0.214723926,10.27160494,1.558282209,1.638888889,Nat,US,technology
NW_116,2nd,72.82729965,587,6.905882353,2.650909091,2.994867859,1.703577513,0.182389937,9.811111111,1.503144654,1.351351351,Nat,US,stereotype
NW_116,3rd,58.19013786,663,7.449438202,2.72070626,2.99249298,2.564102564,0.220338983,9.142857143,1.683615819,1.35,Nat,US,workplace
NW_117,3rd,145.7978443,669,8.576923077,3.253499222,3.043657888,4.633781764,0.248484848,11.59302326,1.672727273,2.615384615,Nat,NZ,workplace
NW_117,2nd,129.0122442,939,6.344594595,3.01241535,3.022544411,1.064962726,0.146443515,10.26351351,1.435146444,1.320754717,Nat,NZ,dream
NW_117,1st,109.3499036,1368,6.673170732,3.080123267,3.011763523,1.68128655,0.147308782,9.951219512,1.458923513,1.371428571,Nat,NZ,stereotype
NW_118,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nat,NZ,NA
NW_118,2nd,96.47322172,591,8.691176471,3.008849558,3.020591316,2.368866328,0.173611111,9.918918919,1.569444444,2.076923077,Nat,NZ,stereotype
NW_118,1st,80.69982829,800,7.920792079,2.898531375,3.068256512,1.25,0.239795918,10.00854701,1.678571429,1.078431373,Nat,NZ,dream
NW_119,1st,122.525,574,8.084507042,3.193784278,3.078633855,1.567944251,0.178807947,10.85915493,1.556291391,2.074074074,Nat,UK,technology
NW_119,2nd,70.34935519,543,6.388235294,3.36259542,3.096701403,0.920810313,0.147651007,12.89534884,1.483221477,2.105263158,Nat,UK,stereotype
NW_119,3rd,63.87049277,555,6.166666667,3.233208955,3.058094851,1.261261261,0.090322581,14.74444444,1.35483871,2.421052632,Nat,UK,disagreement
NW_120,3rd,81.95333831,654,7.348314607,4.319248826,3.077376897,1.681957187,0.171052632,14.6627907,1.552631579,4.133333333,Nat,US,disagreement
NW_120,1st,78.91576366,670,7.701149425,3.28,3.057969453,1.343283582,0.167597765,16.71232877,1.558659218,2.65,Nat,US,stereotype
NW_120,2nd,62.11104831,596,6.930232558,3.230633803,3.025063561,1.006711409,0.164473684,12.5,1.565789474,1.75862069,Nat,US,technology
NW_121,1st,129.9417146,572,8.537313433,2.859232176,2.976062072,2.097902098,0.181818182,11.1375,1.454545455,2.88,Nat,CAN,technology
NW_121,2nd,91.56260408,564,9.245901639,3.256880734,3.070814346,1.418439716,0.258992806,13.88709677,1.690647482,2.684210526,Nat,CAN,stereotype
NW_121,3rd,82.80129673,562,9.213114754,3.620626151,3.041184238,3.380782918,0.341463415,13.32786885,1.951219512,3.368421053,Nat,CAN,workplace
NW_122,1st,105.7204966,616,6.695652174,2.859130435,3.015085156,0.324675325,0.201219512,8.784946237,1.5,1.024390244,Nat,UK,dream
NW_122,2nd,95.52681159,615,6.988636364,2.614310646,2.966636932,1.300813008,0.140449438,9.181818182,1.387640449,1.095238095,Nat,UK,stereotype
NW_122,3rd,94.12818038,581,7.851351351,2.88,2.988601821,1.204819277,0.111111111,9.08045977,1.340277778,1.580645161,Nat,UK,workplace
NW_123,3rd,106.3283648,589,9.5,3.552816901,2.974979319,3.735144312,0.368421053,15.48,1.894736842,3.380952381,Nat,US,disagreement
NW_123,1st,102.6156954,639,9.830769231,3.146141215,2.99764951,2.660406886,0.396226415,11.26190476,1.905660377,1.866666667,Nat,US,technology
NW_123,2nd,73.54101796,700,8.860759494,3.186466165,3.027388443,2.714285714,0.273255814,10.74193548,1.73255814,1.914285714,Nat,US,dream
NW_124,3rd,103.6741324,556,8.176470588,2.986842105,3.043160917,1.079136691,0.2734375,11.48780488,1.78125,2.041666667,Nat,CAN,workplace
NW_124,2nd,99.9091314,569,8.014084507,2.985267035,3.042373786,0.527240773,0.321428571,13.04411765,1.692857143,2.153846154,Nat,CAN,stereotype
NW_124,1st,69.8122269,605,8.066666667,2.937391304,3.130727949,1.157024793,0.24025974,10.45783133,1.61038961,1.733333333,Nat,CAN,technology
NW_125,3rd,104.6521127,688,7.47826087,2.751533742,3.012648886,4.360465116,0.142857143,10.07142857,1.468571429,1.638888889,Nat,US,disagreement
