,Condition,Variety,Type,Frequency
4105,GPT,GPT,Mid,1
4106,GPT,GPT,Low,5
4107,GPT,GPT,High,24
4108,GPT,GPT,Mid,9
4109,GPT,GPT,Low,0
4110,GPT,GPT,High,14
4111,GPT,GPT,Mid,4
4112,GPT,GPT,Low,5
4113,GPT,GPT,High,15
4114,GPT,GPT,Mid,8
4115,GPT,GPT,Low,3
4116,GPT,GPT,High,19
4117,GPT,GPT,Mid,8
4118,GPT,GPT,Low,4
4119,GPT,GPT,High,24
4120,GPT,GPT,Mid,5
4121,GPT,GPT,Low,2
4122,GPT,GPT,High,12
4123,GPT,GPT,Mid,6
4124,GPT,GPT,Low,5
4125,GPT,GPT,High,16
4126,GPT,GPT,Mid,13
4127,GPT,GPT,Low,3
4128,GPT,GPT,High,17
4129,GPT,GPT,Mid,6
4130,GPT,GPT,Low,3
4131,GPT,GPT,High,13
4132,GPT,GPT,Mid,5
4133,GPT,GPT,Low,5
4134,GPT,GPT,High,7
4135,GPT,GPT,Mid,6
4136,GPT,GPT,Low,1
4137,GPT,GPT,High,11
4138,GPT,GPT,Mid,14
4139,GPT,GPT,Low,4
4140,GPT,GPT,High,16
4141,GPT,GPT,Mid,8
4142,GPT,GPT,Low,6
4143,GPT,GPT,High,8
4144,GPT,GPT,Mid,4
4145,GPT,GPT,Low,3
4146,GPT,GPT,High,22
4147,GPT,GPT,Mid,8
4148,GPT,GPT,Low,0
4149,GPT,GPT,High,11
4150,GPT,GPT,Mid,10
4151,GPT,GPT,Low,1
4152,GPT,GPT,High,14
4153,GPT,GPT,Mid,5
4154,GPT,GPT,Low,2
4155,GPT,GPT,High,12
4156,GPT,GPT,Mid,3
4157,GPT,GPT,Low,1
4158,GPT,GPT,High,16
4159,GPT,GPT,Mid,7
4160,GPT,GPT,Low,1
4161,GPT,GPT,High,9
4162,GPT,GPT,Mid,5
4163,GPT,GPT,Low,3
4164,GPT,GPT,High,17
4165,GPT,GPT,Mid,3
4166,GPT,GPT,Low,2
4167,GPT,GPT,High,10
4168,GPT,GPT,Mid,8
4169,GPT,GPT,Low,2
4170,GPT,GPT,High,15
4171,GPT,GPT,Mid,5
4172,GPT,GPT,Low,0
4173,GPT,GPT,High,14
4174,GPT,GPT,Mid,12
4175,GPT,GPT,Low,5
4176,GPT,GPT,High,16
4177,GPT,GPT,Mid,6
4178,GPT,GPT,Low,2
4179,GPT,GPT,High,21
4180,GPT,GPT,Mid,6
4181,GPT,GPT,Low,5
4182,GPT,GPT,High,12
4183,GPT,GPT,Mid,3
4184,GPT,GPT,Low,3
4185,GPT,GPT,High,9
4186,GPT,GPT,Mid,6
4187,GPT,GPT,Low,0
4188,GPT,GPT,High,13
4189,GPT,GPT,Mid,10
4190,GPT,GPT,Low,3
4191,GPT,GPT,High,9
4192,GPT,GPT,Mid,5
4193,GPT,GPT,Low,4
4194,GPT,GPT,High,11
4195,GPT,GPT,Mid,10
4196,GPT,GPT,Low,3
4197,GPT,GPT,High,14
4198,GPT,GPT,Mid,6
4199,GPT,GPT,Low,3
4200,GPT,GPT,High,18
4201,GPT,GPT,Mid,5
4202,GPT,GPT,Low,3
4203,GPT,GPT,High,20
4204,GPT,GPT,Mid,7
4205,GPT,GPT,Low,3
4206,GPT,GPT,High,13
4207,GPT,GPT,Mid,4
4208,GPT,GPT,Low,1
4209,GPT,GPT,High,9
4210,GPT,GPT,Mid,8
4211,GPT,GPT,Low,3
4212,GPT,GPT,High,19
4213,GPT,GPT,Mid,10
4214,GPT,GPT,Low,4
4215,GPT,GPT,High,8
4216,GPT,GPT,Mid,3
4217,GPT,GPT,Low,3
4218,GPT,GPT,High,19
4219,GPT,GPT,Mid,5
4220,GPT,GPT,Low,2
4221,GPT,GPT,High,9
4222,GPT,GPT,Mid,9
4223,GPT,GPT,Low,4
4224,GPT,GPT,High,12
4225,GPT,GPT,Mid,6
4226,GPT,GPT,Low,1
4227,GPT,GPT,High,13
4228,GPT,GPT,Mid,6
4229,GPT,GPT,Low,4
4230,GPT,GPT,High,15
4231,GPT,GPT,Mid,3
4232,GPT,GPT,Low,2
4233,GPT,GPT,High,6
4234,GPT,GPT,Mid,7
4235,GPT,GPT,Low,6
4236,GPT,GPT,High,18
4237,GPT,GPT,Mid,8
4238,GPT,GPT,Low,2
4239,GPT,GPT,High,12
4240,GPT,GPT,Mid,6
4241,GPT,GPT,Low,4
4242,GPT,GPT,High,23
4243,GPT,GPT,Mid,6
4244,GPT,GPT,Low,3
4245,GPT,GPT,High,14
4246,GPT,GPT,Mid,5
4247,GPT,GPT,Low,3
4248,GPT,GPT,High,18
4249,GPT,GPT,Mid,8
4250,GPT,GPT,Low,2
4251,GPT,GPT,High,17
4252,GPT,GPT,Mid,6
4253,GPT,GPT,Low,3
4254,GPT,GPT,High,16
4255,GPT,GPT,Mid,13
4256,GPT,GPT,Low,1
4257,GPT,GPT,High,13
4258,GPT,GPT,Mid,5
4259,GPT,GPT,Low,2
4260,GPT,GPT,High,20
4261,GPT,GPT,Mid,9
4262,GPT,GPT,Low,3
4263,GPT,GPT,High,6
4264,GPT,GPT,Mid,8
4265,GPT,GPT,Low,3
4266,GPT,GPT,High,13
4267,GPT,GPT,Mid,4
4268,GPT,GPT,Low,3
4269,GPT,GPT,High,19
4270,GPT,GPT,Mid,3
4271,GPT,GPT,Low,7
4272,GPT,GPT,High,21
4273,GPT,GPT,Mid,6
4274,GPT,GPT,Low,4
4275,GPT,GPT,High,13
4276,GPT,GPT,Mid,5
4277,GPT,GPT,Low,6
4278,GPT,GPT,High,9
4279,GPT,GPT,Mid,7
4280,GPT,GPT,Low,7
4281,GPT,GPT,High,14
4282,GPT,GPT,Mid,10
4283,GPT,GPT,Low,6
4284,GPT,GPT,High,5
4285,GPT,GPT,Mid,9
4286,GPT,GPT,Low,2
4287,GPT,GPT,High,21
4288,GPT,GPT,Mid,10
4289,GPT,GPT,Low,2
4290,GPT,GPT,High,16
4291,GPT,GPT,Mid,6
4292,GPT,GPT,Low,2
4293,GPT,GPT,High,23
4294,GPT,GPT,Mid,15
4295,GPT,GPT,Low,5
4296,GPT,GPT,High,20
4297,GPT,GPT,Mid,11
4298,GPT,GPT,Low,5
4299,GPT,GPT,High,16
4300,GPT,GPT,Mid,7
4301,GPT,GPT,Low,4
4302,GPT,GPT,High,14
4303,GPT,GPT,Mid,6
4304,GPT,GPT,Low,2
4305,GPT,GPT,High,15
4306,GPT,GPT,Mid,3
4307,GPT,GPT,Low,5
4308,GPT,GPT,High,9
4309,GPT,GPT,Mid,11
4310,GPT,GPT,Low,5
4311,GPT,GPT,High,22
4312,GPT,GPT,Mid,5
4313,GPT,GPT,Low,3
4314,GPT,GPT,High,20
4315,GPT,GPT,Mid,8
4316,GPT,GPT,Low,4
4317,GPT,GPT,High,19
4318,GPT,GPT,Mid,3
4319,GPT,GPT,Low,2
4320,GPT,GPT,High,22
4321,GPT,GPT,Mid,9
4322,GPT,GPT,Low,4
4323,GPT,GPT,High,21
4324,GPT,GPT,Mid,11
4325,GPT,GPT,Low,1
4326,GPT,GPT,High,6
4327,GPT,GPT,Mid,4
4328,GPT,GPT,Low,3
4329,GPT,GPT,High,23
4330,GPT,GPT,Mid,8
4331,GPT,GPT,Low,5
4332,GPT,GPT,High,17
4333,GPT,GPT,Mid,13
4334,GPT,GPT,Low,2
4335,GPT,GPT,High,18
4336,GPT,GPT,Mid,9
4337,GPT,GPT,Low,2
4338,GPT,GPT,High,21
4339,GPT,GPT,Mid,11
4340,GPT,GPT,Low,1
4341,GPT,GPT,High,16
4342,GPT,GPT,Mid,6
4343,GPT,GPT,Low,4
4344,GPT,GPT,High,24
4345,GPT,GPT,Mid,10
4346,GPT,GPT,Low,4
4347,GPT,GPT,High,15
4348,GPT,GPT,Mid,7
4349,GPT,GPT,Low,4
4350,GPT,GPT,High,17
4351,GPT,GPT,Mid,6
4352,GPT,GPT,Low,2
4353,GPT,GPT,High,10
4354,GPT,GPT,Mid,9
4355,GPT,GPT,Low,3
4356,GPT,GPT,High,11
4357,GPT,GPT,Mid,14
4358,GPT,GPT,Low,3
4359,GPT,GPT,High,13
4360,GPT,GPT,Mid,6
4361,GPT,GPT,Low,1
4362,GPT,GPT,High,9
4363,GPT,GPT,Mid,11
4364,GPT,GPT,Low,5
4365,GPT,GPT,High,21
4366,GPT,GPT,Mid,8
4367,GPT,GPT,Low,3
4368,GPT,GPT,High,10
4369,GPT,GPT,Mid,12
4370,GPT,GPT,Low,1
4371,GPT,GPT,High,18
4372,GPT,GPT,Mid,3
4373,GPT,GPT,Low,2
4374,GPT,GPT,High,5
4375,GPT,GPT,Mid,6
4376,GPT,GPT,Low,3
4377,GPT,GPT,High,14
4378,GPT,GPT,Mid,11
4379,GPT,GPT,Low,4
4380,GPT,GPT,High,10
4381,GPT,GPT,Mid,8
4382,GPT,GPT,Low,5
4383,GPT,GPT,High,17
4384,GPT,GPT,Mid,4
4385,GPT,GPT,Low,0
4386,GPT,GPT,High,12
4387,GPT,GPT,Mid,13
4388,GPT,GPT,Low,3
4389,GPT,GPT,High,19
4390,GPT,GPT,Mid,6
4391,GPT,GPT,Low,2
4392,GPT,GPT,High,14
4393,GPT,GPT,Mid,12
4394,GPT,GPT,Low,3
4395,GPT,GPT,High,15
4396,GPT,GPT,Mid,4
4397,GPT,GPT,Low,1
4398,GPT,GPT,High,8
4399,GPT,GPT,Mid,9
4400,GPT,GPT,Low,2
4401,GPT,GPT,High,16
4402,GPT,GPT,Mid,6
4403,GPT,GPT,Low,2
4404,GPT,GPT,High,11
4405,GPT,GPT,Mid,10
4406,GPT,GPT,Low,2
4407,GPT,GPT,High,15
4408,GPT,GPT,Mid,4
4409,GPT,GPT,Low,3
4410,GPT,GPT,High,18
4411,GPT,GPT,Mid,6
4412,GPT,GPT,Low,2
4413,GPT,GPT,High,13
4414,GPT,GPT,Mid,7
4415,GPT,GPT,Low,3
4416,GPT,GPT,High,22
4417,GPT,GPT,Mid,10
4418,GPT,GPT,Low,3
4419,GPT,GPT,High,16
4420,GPT,GPT,Mid,8
4421,GPT,GPT,Low,3
4422,GPT,GPT,High,8
4423,GPT,GPT,Mid,7
4424,GPT,GPT,Low,4
4425,GPT,GPT,High,15
4426,GPT,GPT,Mid,10
4427,GPT,GPT,Low,3
4428,GPT,GPT,High,12
4429,GPT,GPT,Mid,10
4430,GPT,GPT,Low,1
4431,GPT,GPT,High,17
4432,GPT,GPT,Mid,10
4433,GPT,GPT,Low,7
4434,GPT,GPT,High,16
4435,GPT,GPT,Mid,15
4436,GPT,GPT,Low,6
4437,GPT,GPT,High,17
4438,GPT,GPT,Mid,7
4439,GPT,GPT,Low,4
4440,GPT,GPT,High,20
4441,GPT,GPT,Mid,7
4442,GPT,GPT,Low,3
4443,GPT,GPT,High,15
4444,GPT,GPT,Mid,10
4445,GPT,GPT,Low,3
4446,GPT,GPT,High,19
4447,GPT,GPT,Mid,11
4448,GPT,GPT,Low,2
4449,GPT,GPT,High,12
4450,GPT,GPT,Mid,7
4451,GPT,GPT,Low,2
4452,GPT,GPT,High,6
4453,GPT,GPT,Mid,12
4454,GPT,GPT,Low,3
4455,GPT,GPT,High,19
4456,GPT,GPT,Mid,7
4457,GPT,GPT,Low,2
4458,GPT,GPT,High,12
4459,GPT,GPT,Mid,5
4460,GPT,GPT,Low,5
4461,GPT,GPT,High,12
4462,GPT,GPT,Mid,6
4463,GPT,GPT,Low,1
4464,GPT,GPT,High,8
4465,GPT,GPT,Mid,8
4466,GPT,GPT,Low,1
4467,GPT,GPT,High,13
4468,GPT,GPT,Mid,13
4469,GPT,GPT,Low,2
4470,GPT,GPT,High,13
4471,GPT,GPT,Mid,11
4472,GPT,GPT,Low,3
4473,GPT,GPT,High,18
4474,GPT,GPT,Mid,8
4475,GPT,GPT,Low,4
4476,GPT,GPT,High,12
4477,GPT,GPT,Mid,8
4478,GPT,GPT,Low,2
4479,GPT,GPT,High,7
4480,GPT,GPT,Mid,5
4481,GPT,GPT,Low,2
4482,GPT,GPT,High,16
4483,GPT,GPT,Mid,12
4484,GPT,GPT,Low,2
4485,GPT,GPT,High,9
4486,GPT,GPT,Mid,4
4487,GPT,GPT,Low,2
4488,GPT,GPT,High,18
4489,GPT,GPT,Mid,7
4490,GPT,GPT,Low,2
4491,GPT,GPT,High,15
4492,GPT,GPT,Mid,10
4493,GPT,GPT,Low,2
4494,GPT,GPT,High,12
4495,GPT,GPT,Mid,11
4496,GPT,GPT,Low,2
4497,GPT,GPT,High,19
4498,GPT,GPT,Mid,9
4499,GPT,GPT,Low,1
4500,GPT,GPT,High,12
4501,GPT,GPT,Mid,15
4502,GPT,GPT,Low,4
4503,GPT,GPT,High,5
4504,GPT,GPT,Mid,9
4505,GPT,GPT,Low,1
4506,GPT,GPT,High,19
4507,GPT,GPT,Mid,6
4508,GPT,GPT,Low,2
4509,GPT,GPT,High,17
4510,GPT,GPT,Mid,8
4511,GPT,GPT,Low,1
4512,GPT,GPT,High,7
4513,GPT,GPT,Mid,5
4514,GPT,GPT,Low,4
4515,GPT,GPT,High,23
4516,GPT,GPT,Mid,8
4517,GPT,GPT,Low,8
4518,GPT,GPT,High,8
4519,GPT,GPT,Mid,7
4520,GPT,GPT,Low,1
4521,GPT,GPT,High,18
4522,GPT,GPT,Mid,7
4523,GPT,GPT,Low,3
4524,GPT,GPT,High,12
4525,GPT,GPT,Mid,11
4526,GPT,GPT,Low,2
4527,GPT,GPT,High,11
4528,GPT,GPT,Mid,9
4529,GPT,GPT,Low,2
4530,GPT,GPT,High,12
4531,GPT,GPT,Mid,4
4532,GPT,GPT,Low,4
4533,GPT,GPT,High,25
4534,GPT,GPT,Mid,8
4535,GPT,GPT,Low,2
4536,GPT,GPT,High,14
4537,GPT,GPT,Mid,5
4538,GPT,GPT,Low,4
4539,GPT,GPT,High,15
4540,GPT,GPT,Mid,5
4541,GPT,GPT,Low,4
4542,GPT,GPT,High,7
4543,GPT,GPT,Mid,14
4544,GPT,GPT,Low,5
4545,GPT,GPT,High,12
4546,GPT,GPT,Mid,8
4547,GPT,GPT,Low,3
4548,GPT,GPT,High,12
4549,GPT,GPT,Mid,7
4550,GPT,GPT,Low,4
4551,GPT,GPT,High,10
4552,GPT,GPT,Mid,3
4553,GPT,GPT,Low,1
4554,GPT,GPT,High,11
4555,GPT,GPT,Mid,6
4556,GPT,GPT,Low,4
4557,GPT,GPT,High,14
4558,GPT,GPT,Mid,6
4559,GPT,GPT,Low,3
4560,GPT,GPT,High,11
4561,GPT,GPT,Mid,8
4562,GPT,GPT,Low,1
4563,GPT,GPT,High,16
4564,GPT,GPT,Mid,3
4565,GPT,GPT,Low,4
4566,GPT,GPT,High,9
4567,GPT,GPT,Mid,12
4568,GPT,GPT,Low,5
4569,GPT,GPT,High,20
4570,GPT,GPT,Mid,6
4571,GPT,GPT,Low,2
4572,GPT,GPT,High,11
4573,GPT,GPT,Mid,7
4574,GPT,GPT,Low,4
4575,GPT,GPT,High,15
4576,GPT,GPT,Mid,11
4577,GPT,GPT,Low,6
4578,GPT,GPT,High,10
4579,GPT,GPT,Mid,11
4580,GPT,GPT,Low,4
4581,GPT,GPT,High,13
4582,GPT,GPT,Mid,8
4583,GPT,GPT,Low,2
4584,GPT,GPT,High,4
4585,GPT,GPT,Mid,7
4586,GPT,GPT,Low,4
4587,GPT,GPT,High,20
4588,GPT,GPT,Mid,7
4589,GPT,GPT,Low,4
4590,GPT,GPT,High,13
4591,GPT,GPT,Mid,11
4592,GPT,GPT,Low,0
4593,GPT,GPT,High,29
4594,GPT,GPT,Mid,9
4595,GPT,GPT,Low,3
4596,GPT,GPT,High,8
4597,GPT,GPT,Mid,9
4598,GPT,GPT,Low,5
4599,GPT,GPT,High,11
4600,GPT,GPT,Mid,13
4601,GPT,GPT,Low,2
4602,GPT,GPT,High,10
4603,GPT,GPT,Mid,7
4604,GPT,GPT,Low,7
4605,GPT,GPT,High,16
4606,GPT,GPT,Mid,6
4607,GPT,GPT,Low,4
4608,GPT,GPT,High,12
4609,GPT,GPT,Mid,9
4610,GPT,GPT,Low,5
4611,GPT,GPT,High,16
4612,GPT,GPT,Mid,6
4613,GPT,GPT,Low,1
4614,GPT,GPT,High,10
4615,GPT,GPT,Mid,16
4616,GPT,GPT,Low,2
4617,GPT,GPT,High,16
4618,GPT,GPT,Mid,7
4619,GPT,GPT,Low,2
4620,GPT,GPT,High,8
4621,GPT,GPT,Mid,6
4622,GPT,GPT,Low,2
4623,GPT,GPT,High,15
4624,GPT,GPT,Mid,3
4625,GPT,GPT,Low,4
4626,GPT,GPT,High,13
4627,GPT,GPT,Mid,8
4628,GPT,GPT,Low,4
4629,GPT,GPT,High,11
4630,GPT,GPT,Mid,6
4631,GPT,GPT,Low,3
4632,GPT,GPT,High,11
4633,GPT,GPT,Mid,12
4634,GPT,GPT,Low,1
4635,GPT,GPT,High,17
4636,GPT,GPT,Mid,10
4637,GPT,GPT,Low,4
4638,GPT,GPT,High,13
4639,GPT,GPT,Mid,9
4640,GPT,GPT,Low,5
4641,GPT,GPT,High,18
4642,GPT,GPT,Mid,4
4643,GPT,GPT,Low,1
4644,GPT,GPT,High,9
4645,GPT,GPT,Mid,9
4646,GPT,GPT,Low,3
4647,GPT,GPT,High,17
4648,GPT,GPT,Mid,5
4649,GPT,GPT,Low,4
4650,GPT,GPT,High,11
4651,GPT,GPT,Mid,14
4652,GPT,GPT,Low,2
4653,GPT,GPT,High,15
4654,GPT,GPT,Mid,9
4655,GPT,GPT,Low,3
4656,GPT,GPT,High,5
4657,GPT,GPT,Mid,16
4658,GPT,GPT,Low,2
4659,GPT,GPT,High,13
4660,GPT,GPT,Mid,9
4661,GPT,GPT,Low,3
4662,GPT,GPT,High,11
4663,GPT,GPT,Mid,10
4664,GPT,GPT,Low,5
4665,GPT,GPT,High,17
4666,GPT,GPT,Mid,9
4667,GPT,GPT,Low,1
4668,GPT,GPT,High,15
4669,GPT,GPT,Mid,10
4670,GPT,GPT,Low,4
4671,GPT,GPT,High,23
4672,GPT,GPT,Mid,6
4673,GPT,GPT,Low,3
4674,GPT,GPT,High,16
4675,GPT,GPT,Mid,6
4676,GPT,GPT,Low,2
4677,GPT,GPT,High,12
4678,GPT,GPT,Mid,11
4679,GPT,GPT,Low,2
4680,GPT,GPT,High,6
4681,GPT,GPT,Mid,6
4682,GPT,GPT,Low,6
4683,GPT,GPT,High,14
4684,GPT,GPT,Mid,12
4685,GPT,GPT,Low,1
4686,GPT,GPT,High,15
4687,GPT,GPT,Mid,7
4688,GPT,GPT,Low,2
4689,GPT,GPT,High,15
4690,GPT,GPT,Mid,11
4691,GPT,GPT,Low,3
4692,GPT,GPT,High,18
4693,GPT,GPT,Mid,11
4694,GPT,GPT,Low,4
4695,GPT,GPT,High,18
4696,GPT,GPT,Mid,8
4697,GPT,GPT,Low,1
4698,GPT,GPT,High,11
4699,GPT,GPT,Mid,10
4700,GPT,GPT,Low,5
4701,GPT,GPT,High,16
4702,GPT,GPT,Mid,10
4703,GPT,GPT,Low,5
4704,GPT,GPT,High,10
4705,GPT,GPT,Mid,8
4706,GPT,GPT,Low,2
4707,GPT,GPT,High,15
4708,GPT,GPT,Mid,15
4709,GPT,GPT,Low,5
4710,GPT,GPT,High,12
4711,GPT,GPT,Mid,16
4712,GPT,GPT,Low,3
4713,GPT,GPT,High,9
4714,GPT,GPT,Mid,6
4715,GPT,GPT,Low,7
4716,GPT,GPT,High,8
4717,GPT,GPT,Mid,5
4718,GPT,GPT,Low,1
4719,GPT,GPT,High,11
4720,GPT,GPT,Mid,7
4721,GPT,GPT,Low,1
4722,GPT,GPT,High,15
4723,GPT,GPT,Mid,7
4724,GPT,GPT,Low,7
4725,GPT,GPT,High,17
4726,GPT,GPT,Mid,8
4727,GPT,GPT,Low,2
4728,GPT,GPT,High,8
4729,GPT,GPT,Mid,2
4730,GPT,GPT,Low,4
4731,GPT,GPT,High,11
4732,GPT,GPT,Mid,13
4733,GPT,GPT,Low,4
4734,GPT,GPT,High,12
4735,GPT,GPT,Mid,2
4736,GPT,GPT,Low,4
4737,GPT,GPT,High,13
4738,GPT,GPT,Mid,8
4739,GPT,GPT,Low,2
4740,GPT,GPT,High,19
4741,GPT,GPT,Mid,5
4742,GPT,GPT,Low,4
4743,GPT,GPT,High,12
4744,GPT,GPT,Mid,12
4745,GPT,GPT,Low,5
4746,GPT,GPT,High,22
4747,GPT,GPT,Mid,4
4748,GPT,GPT,Low,2
4749,GPT,GPT,High,15
4750,GPT,GPT,Mid,12
4751,GPT,GPT,Low,6
4752,GPT,GPT,High,22
4753,GPT,GPT,Mid,4
4754,GPT,GPT,Low,1
4755,GPT,GPT,High,19
4756,GPT,GPT,Mid,8
4757,GPT,GPT,Low,4
4758,GPT,GPT,High,12
4759,GPT,GPT,Mid,7
4760,GPT,GPT,Low,3
4761,GPT,GPT,High,24
4762,GPT,GPT,Mid,6
4763,GPT,GPT,Low,5
4764,GPT,GPT,High,4
4765,GPT,GPT,Mid,2
4766,GPT,GPT,Low,3
4767,GPT,GPT,High,16
4768,GPT,GPT,Mid,5
4769,GPT,GPT,Low,1
4770,GPT,GPT,High,9
4771,GPT,GPT,Mid,5
4772,GPT,GPT,Low,4
4773,GPT,GPT,High,9
4774,GPT,GPT,Mid,9
4775,GPT,GPT,Low,1
4776,GPT,GPT,High,18
4777,GPT,GPT,Mid,5
4778,GPT,GPT,Low,1
4779,GPT,GPT,High,10
4780,GPT,GPT,Mid,13
4781,GPT,GPT,Low,7
4782,GPT,GPT,High,19
4783,GPT,GPT,Mid,8
4784,GPT,GPT,Low,2
4785,GPT,GPT,High,9
4786,GPT,GPT,Mid,8
4787,GPT,GPT,Low,2
4788,GPT,GPT,High,14
4789,GPT,GPT,Mid,5
4790,GPT,GPT,Low,2
4791,GPT,GPT,High,13
4792,GPT,GPT,Mid,4
4793,GPT,GPT,Low,6
4794,GPT,GPT,High,17
4795,GPT,GPT,Mid,8
4796,GPT,GPT,Low,3
4797,GPT,GPT,High,10
4798,GPT,GPT,Mid,14
4799,GPT,GPT,Low,1
4800,GPT,GPT,High,11
4801,GPT,GPT,Mid,6
4802,GPT,GPT,Low,3
4803,GPT,GPT,High,3
4804,GPT,GPT,Mid,13
4805,GPT,GPT,Low,5
4806,GPT,GPT,High,9
4807,GPT,GPT,Mid,6
4808,GPT,GPT,Low,5
4809,GPT,GPT,High,12
4810,GPT,GPT,Mid,6
4811,GPT,GPT,Low,0
4812,GPT,GPT,High,22
4813,GPT,GPT,Mid,7
4814,GPT,GPT,Low,3
4815,GPT,GPT,High,15
4816,GPT,GPT,Mid,11
4817,GPT,GPT,Low,3
4818,GPT,GPT,High,11
4819,GPT,GPT,Mid,5
4820,GPT,GPT,Low,4
4821,GPT,GPT,High,15
4822,GPT,GPT,Mid,8
4823,GPT,GPT,Low,2
4824,GPT,GPT,High,13
4825,GPT,GPT,Mid,4
4826,GPT,GPT,Low,5
4827,GPT,GPT,High,7
4828,GPT,GPT,Mid,5
4829,GPT,GPT,Low,3
4830,GPT,GPT,High,13
4831,GPT,GPT,Mid,3
4832,GPT,GPT,Low,2
4833,GPT,GPT,High,10
4834,GPT,GPT,Mid,5
4835,GPT,GPT,Low,4
4836,GPT,GPT,High,11
4837,GPT,GPT,Mid,7
4838,GPT,GPT,Low,2
4839,GPT,GPT,High,12
4840,GPT,GPT,Mid,7
4841,GPT,GPT,Low,4
4842,GPT,GPT,High,11
4843,GPT,GPT,Mid,5
4844,GPT,GPT,Low,3
4845,GPT,GPT,High,10
4846,GPT,GPT,Mid,9
4847,GPT,GPT,Low,8
4848,GPT,GPT,High,9
4849,GPT,GPT,Mid,7
4850,GPT,GPT,Low,6
4851,GPT,GPT,High,14
4852,GPT,GPT,Mid,10
4853,GPT,GPT,Low,1
4854,GPT,GPT,High,24
4855,GPT,GPT,Mid,8
4856,GPT,GPT,Low,3
4857,GPT,GPT,High,9
4858,GPT,GPT,Mid,11
4859,GPT,GPT,Low,5
4860,GPT,GPT,High,10
4861,GPT,GPT,Mid,5
4862,GPT,GPT,Low,3
4863,GPT,GPT,High,13
4864,GPT,GPT,Mid,11
4865,GPT,GPT,Low,3
4866,GPT,GPT,High,13
4867,GPT,GPT,Mid,6
4868,GPT,GPT,Low,3
4869,GPT,GPT,High,10
4870,GPT,GPT,Mid,12
4871,GPT,GPT,Low,6
4872,GPT,GPT,High,14
4873,GPT,GPT,Mid,5
4874,GPT,GPT,Low,2
4875,GPT,GPT,High,18
4876,GPT,GPT,Mid,17
4877,GPT,GPT,Low,1
4878,GPT,GPT,High,7
4879,GPT,GPT,Mid,6
4880,GPT,GPT,Low,2
4881,GPT,GPT,High,10
4882,GPT,GPT,Mid,11
4883,GPT,GPT,Low,2
4884,GPT,GPT,High,17
4885,GPT,GPT,Mid,4
4886,GPT,GPT,Low,3
4887,GPT,GPT,High,14
4888,GPT,GPT,Mid,5
4889,GPT,GPT,Low,7
4890,GPT,GPT,High,14
4891,GPT,GPT,Mid,5
4892,GPT,GPT,Low,1
4893,GPT,GPT,High,8
4894,GPT,GPT,Mid,8
4895,GPT,GPT,Low,5
4896,GPT,GPT,High,10
4897,GPT,GPT,Mid,1
4898,GPT,GPT,Low,4
4899,GPT,GPT,High,17
4900,GPT,GPT,Mid,9
4901,GPT,GPT,Low,2
4902,GPT,GPT,High,14
4903,GPT,GPT,Mid,5
4904,GPT,GPT,Low,3
4905,GPT,GPT,High,8
4906,GPT,GPT,Mid,11
4907,GPT,GPT,Low,1
4908,GPT,GPT,High,8
4909,GPT,GPT,Mid,0
4910,GPT,GPT,Low,5
4911,GPT,GPT,High,13
4912,GPT,GPT,Mid,6
4913,GPT,GPT,Low,3
4914,GPT,GPT,High,7
4915,GPT,GPT,Mid,8
4916,GPT,GPT,Low,4
4917,GPT,GPT,High,9
4918,GPT,GPT,Mid,10
4919,GPT,GPT,Low,5
4920,GPT,GPT,High,12
4921,GPT,GPT,Mid,9
4922,GPT,GPT,Low,2
4923,GPT,GPT,High,14
4924,GPT,GPT,Mid,7
4925,GPT,GPT,Low,1
4926,GPT,GPT,High,9
4927,GPT,GPT,Mid,5
4928,GPT,GPT,Low,3
4929,GPT,GPT,High,10
4930,GPT,GPT,Mid,15
4931,GPT,GPT,Low,1
4932,GPT,GPT,High,21
4933,GPT,GPT,Mid,12
4934,GPT,GPT,Low,3
4935,GPT,GPT,High,17
4936,GPT,GPT,Mid,11
4937,GPT,GPT,Low,4
4938,GPT,GPT,High,13
4939,GPT,GPT,Mid,5
4940,GPT,GPT,Low,4
4941,GPT,GPT,High,11
4942,GPT,GPT,Mid,9
4943,GPT,GPT,Low,3
4944,GPT,GPT,High,13
4945,GPT,GPT,Mid,9
4946,GPT,GPT,Low,8
4947,GPT,GPT,High,8
4948,GPT,GPT,Mid,4
4949,GPT,GPT,Low,3
4950,GPT,GPT,High,22
4951,GPT,GPT,Mid,7
4952,GPT,GPT,Low,2
4953,GPT,GPT,High,13
4954,GPT,GPT,Mid,8
4955,GPT,GPT,Low,3
4956,GPT,GPT,High,22
4957,GPT,GPT,Mid,3
4958,GPT,GPT,Low,1
4959,GPT,GPT,High,14
4960,GPT,GPT,Mid,11
4961,GPT,GPT,Low,2
4962,GPT,GPT,High,17
4963,GPT,GPT,Mid,6
4964,GPT,GPT,Low,2
4965,GPT,GPT,High,15
4966,GPT,GPT,Mid,10
4967,GPT,GPT,Low,3
4968,GPT,GPT,High,20
4969,GPT,GPT,Mid,9
4970,GPT,GPT,Low,1
4971,GPT,GPT,High,9
4972,GPT,GPT,Mid,10
4973,GPT,GPT,Low,0
4974,GPT,GPT,High,12
4975,GPT,GPT,Mid,5
4976,GPT,GPT,Low,2
4977,GPT,GPT,High,13
