,Condition,Variety,ConditionVariety,POS,Frequency
1968,Sty,US,Sty_US,Verbs,0.134907251
1969,Sty,US,Sty_US,Nouns,0.153456998
1970,Sty,US,Sty_US,Adjectives,0.087689713
1971,Sty,US,Sty_US,Adverbs,0.032040472
1972,Nat,US,Nat_US,Verbs,0.124595469
1973,Nat,US,Nat_US,Nouns,0.155339806
1974,Nat,US,Nat_US,Adjectives,0.064724919
1975,Nat,US,Nat_US,Adverbs,0.074433657
1976,Sty,AUS,Sty_AUS,Verbs,0.131979695
1977,Sty,AUS,Sty_AUS,Nouns,0.155668359
1978,Sty,AUS,Sty_AUS,Adjectives,0.059221658
1979,Sty,AUS,Sty_AUS,Adverbs,0.047377327
1980,Nat,AUS,Nat_AUS,Verbs,0.135483871
1981,Nat,AUS,Nat_AUS,Nouns,0.177419355
1982,Nat,AUS,Nat_AUS,Adjectives,0.085483871
1983,Nat,AUS,Nat_AUS,Adverbs,0.064516129
1984,Phr,AUS,Phr_AUS,Verbs,0.159554731
1985,Phr,AUS,Phr_AUS,Nouns,0.128014842
1986,Phr,AUS,Phr_AUS,Adjectives,0.063079777
1987,Phr,AUS,Phr_AUS,Adverbs,0.107606679
1988,Nat,AUS,Nat_AUS,Verbs,0.144508671
1989,Nat,AUS,Nat_AUS,Nouns,0.156069364
1990,Nat,AUS,Nat_AUS,Adjectives,0.080924855
1991,Nat,AUS,Nat_AUS,Adverbs,0.073217726
1992,Phr,US,Phr_US,Verbs,0.153846154
1993,Phr,US,Phr_US,Nouns,0.155635063
1994,Phr,US,Phr_US,Adjectives,0.066189624
1995,Phr,US,Phr_US,Adverbs,0.060822898
1996,Nat,US,Nat_US,Verbs,0.137802607
1997,Nat,US,Nat_US,Nouns,0.143389199
1998,Nat,US,Nat_US,Adjectives,0.074487896
1999,Nat,US,Nat_US,Adverbs,0.065176909
2000,Nat,US,Nat_US,Verbs,0.126203919
2001,Nat,US,Nat_US,Nouns,0.15543009
2002,Nat,US,Nat_US,Adjectives,0.050481568
2003,Nat,US,Nat_US,Adverbs,0.057455995
2008,Par,AUS,Par_AUS,Verbs,0.139175258
2009,Par,AUS,Par_AUS,Nouns,0.18556701
2010,Par,AUS,Par_AUS,Adjectives,0.060137457
2011,Par,AUS,Par_AUS,Adverbs,0.097938144
2012,Nat,AUS,Nat_AUS,Verbs,0.153448276
2013,Nat,AUS,Nat_AUS,Nouns,0.143103448
2014,Nat,AUS,Nat_AUS,Adjectives,0.056896552
2015,Nat,AUS,Nat_AUS,Adverbs,0.05862069
2020,Par,AUS,Par_AUS,Verbs,0.117474302
2021,Par,AUS,Par_AUS,Nouns,0.170337739
2022,Par,AUS,Par_AUS,Adjectives,0.069016153
2023,Par,AUS,Par_AUS,Adverbs,0.069016153
2024,Nat,AUS,Nat_AUS,Verbs,0.099369085
2025,Nat,AUS,Nat_AUS,Nouns,0.179810726
2026,Nat,AUS,Nat_AUS,Adjectives,0.070977918
2027,Nat,AUS,Nat_AUS,Adverbs,0.074132492
2028,Sty,AUS,Sty_AUS,Verbs,0.129679144
2029,Sty,AUS,Sty_AUS,Nouns,0.14973262
2030,Sty,AUS,Sty_AUS,Adjectives,0.068181818
2031,Sty,AUS,Sty_AUS,Adverbs,0.049465241
2032,Nat,AUS,Nat_AUS,Verbs,0.110429448
2033,Nat,AUS,Nat_AUS,Nouns,0.196319018
2034,Nat,AUS,Nat_AUS,Adjectives,0.076687117
2035,Nat,AUS,Nat_AUS,Adverbs,0.030674847
2036,Par,US,Par_US,Verbs,0.133097762
2037,Par,US,Par_US,Nouns,0.201413428
2038,Par,US,Par_US,Adjectives,0.050647821
2039,Par,US,Par_US,Adverbs,0.080094229
2040,Nat,US,Nat_US,Verbs,0.112676056
2041,Nat,US,Nat_US,Nouns,0.177816901
2042,Nat,US,Nat_US,Adjectives,0.086267606
2043,Nat,US,Nat_US,Adverbs,0.061619718
2044,Sty,AUS,Sty_AUS,Verbs,0.099722992
2045,Sty,AUS,Sty_AUS,Nouns,0.148199446
2046,Sty,AUS,Sty_AUS,Adjectives,0.066481994
2047,Sty,AUS,Sty_AUS,Adverbs,0.056786704
2048,Nat,AUS,Nat_AUS,Verbs,0.126689189
2049,Nat,AUS,Nat_AUS,Nouns,0.170608108
2050,Nat,AUS,Nat_AUS,Adjectives,0.065878378
2051,Nat,AUS,Nat_AUS,Adverbs,0.072635135
2052,Phr,AUS,Phr_AUS,Verbs,0.117363344
2053,Phr,AUS,Phr_AUS,Nouns,0.144694534
2054,Phr,AUS,Phr_AUS,Adjectives,0.07073955
2055,Phr,AUS,Phr_AUS,Adverbs,0.078778135
2056,Nat,AUS,Nat_AUS,Verbs,0.114638448
2057,Nat,AUS,Nat_AUS,Nouns,0.164021164
2058,Nat,AUS,Nat_AUS,Adjectives,0.109347443
2059,Nat,AUS,Nat_AUS,Adverbs,0.054673721
2064,Par,AUS,Par_AUS,Verbs,0.132996633
2065,Par,AUS,Par_AUS,Nouns,0.175084175
2066,Par,AUS,Par_AUS,Adjectives,0.067340067
2067,Par,AUS,Par_AUS,Adverbs,0.057239057
2068,Nat,AUS,Nat_AUS,Verbs,0.118165785
2069,Nat,AUS,Nat_AUS,Nouns,0.188712522
2070,Nat,AUS,Nat_AUS,Adjectives,0.058201058
2071,Nat,AUS,Nat_AUS,Adverbs,0.042328042
2072,Par,UK,Par_UK,Verbs,0.132336018
2073,Par,UK,Par_UK,Nouns,0.173762946
2074,Par,UK,Par_UK,Adjectives,0.081703107
2075,Par,UK,Par_UK,Adverbs,0.071346375
2076,Nat,UK,Nat_UK,Verbs,0.114331723
2077,Nat,UK,Nat_UK,Nouns,0.165861514
2078,Nat,UK,Nat_UK,Adjectives,0.07568438
2079,Nat,UK,Nat_UK,Adverbs,0.056360709
2080,Sty,AUS,Sty_AUS,Verbs,0.135714286
2081,Sty,AUS,Sty_AUS,Nouns,0.173214286
2082,Sty,AUS,Sty_AUS,Adjectives,0.078571429
2083,Sty,AUS,Sty_AUS,Adverbs,0.053571429
2084,Nat,AUS,Nat_AUS,Verbs,0.129263914
2085,Nat,AUS,Nat_AUS,Nouns,0.15978456
2086,Nat,AUS,Nat_AUS,Adjectives,0.066427289
2087,Nat,AUS,Nat_AUS,Adverbs,0.073608618
2088,Phr,NZ,Phr_NZ,Verbs,0.125223614
2089,Phr,NZ,Phr_NZ,Nouns,0.194991055
2090,Phr,NZ,Phr_NZ,Adjectives,0.062611807
2091,Phr,NZ,Phr_NZ,Adverbs,0.080500894
2092,Nat,NZ,Nat_NZ,Verbs,0.108695652
2093,Nat,NZ,Nat_NZ,Nouns,0.199275362
2094,Nat,NZ,Nat_NZ,Adjectives,0.085144928
2095,Nat,NZ,Nat_NZ,Adverbs,0.065217391
2096,Nat,NZ,Nat_NZ,Verbs,0.160667252
2097,Nat,NZ,Nat_NZ,Nouns,0.16856892
2098,Nat,NZ,Nat_NZ,Adjectives,0.057067603
2099,Nat,NZ,Nat_NZ,Adverbs,0.044776119
2100,Nat,CAN,Nat_CAN,Verbs,0.133144476
2101,Nat,CAN,Nat_CAN,Nouns,0.161473088
2102,Nat,CAN,Nat_CAN,Adjectives,0.067280453
2103,Nat,CAN,Nat_CAN,Adverbs,0.060906516
2108,Par,US,Par_US,Verbs,0.156414763
2109,Par,US,Par_US,Nouns,0.154657293
2110,Par,US,Par_US,Adjectives,0.061511424
2111,Par,US,Par_US,Adverbs,0.079086116
2112,Nat,US,Nat_US,Verbs,0.110526316
2113,Nat,US,Nat_US,Nouns,0.159649123
2114,Nat,US,Nat_US,Adjectives,0.054385965
2115,Nat,US,Nat_US,Adverbs,0.064912281
2116,Nat,NZ,Nat_NZ,Verbs,0.145979021
2117,Nat,NZ,Nat_NZ,Nouns,0.156468531
2118,Nat,NZ,Nat_NZ,Adjectives,0.089160839
2119,Nat,NZ,Nat_NZ,Adverbs,0.070804196
2120,Nat,AUS,Nat_AUS,Verbs,0.110909091
2121,Nat,AUS,Nat_AUS,Nouns,0.216363636
2122,Nat,AUS,Nat_AUS,Adjectives,0.075454545
2123,Nat,AUS,Nat_AUS,Adverbs,0.042727273
2124,Sty,US,Sty_US,Verbs,0.125217391
2125,Sty,US,Sty_US,Nouns,0.140869565
2126,Sty,US,Sty_US,Adjectives,0.055652174
2127,Sty,US,Sty_US,Adverbs,0.057391304
2128,Nat,US,Nat_US,Verbs,0.128205128
2129,Nat,US,Nat_US,Nouns,0.133699634
2130,Nat,US,Nat_US,Adjectives,0.045787546
2131,Nat,US,Nat_US,Adverbs,0.078754579
2132,Nat,AUS,Nat_AUS,Verbs,0.134719711
2133,Nat,AUS,Nat_AUS,Nouns,0.165461121
2134,Nat,AUS,Nat_AUS,Adjectives,0.049728752
2135,Nat,AUS,Nat_AUS,Adverbs,0.066003617
2136,Nat,NZ,Nat_NZ,Verbs,0.136986301
2137,Nat,NZ,Nat_NZ,Nouns,0.171993912
2138,Nat,NZ,Nat_NZ,Adjectives,0.069254186
2139,Nat,NZ,Nat_NZ,Adverbs,0.073820396
2140,Phr,AUS,Phr_AUS,Verbs,0.142651297
2141,Phr,AUS,Phr_AUS,Nouns,0.18443804
2142,Phr,AUS,Phr_AUS,Adjectives,0.056195965
2143,Phr,AUS,Phr_AUS,Adverbs,0.054755043
2144,Nat,AUS,Nat_AUS,Verbs,0.137380192
2145,Nat,AUS,Nat_AUS,Nouns,0.146964856
2146,Nat,AUS,Nat_AUS,Adjectives,0.060702875
2147,Nat,AUS,Nat_AUS,Adverbs,0.060702875
2148,Sty,UK,Sty_UK,Verbs,0.135087719
2149,Sty,UK,Sty_UK,Nouns,0.231578947
2150,Sty,UK,Sty_UK,Adjectives,0.075438596
2151,Sty,UK,Sty_UK,Adverbs,0.042105263
2152,Nat,UK,Nat_UK,Verbs,0.13729128
2153,Nat,UK,Nat_UK,Nouns,0.19109462
2154,Nat,UK,Nat_UK,Adjectives,0.050092764
2155,Nat,UK,Nat_UK,Adverbs,0.035250464
2160,Par,CAN,Par_CAN,Verbs,0.158075601
2161,Par,CAN,Par_CAN,Nouns,0.206185567
2162,Par,CAN,Par_CAN,Adjectives,0.065292096
2163,Par,CAN,Par_CAN,Adverbs,0.072164948
2164,Nat,CAN,Nat_CAN,Verbs,0.163732394
2165,Nat,CAN,Nat_CAN,Nouns,0.156690141
2166,Nat,CAN,Nat_CAN,Adjectives,0.068661972
2167,Nat,CAN,Nat_CAN,Adverbs,0.040492958
2168,Nat,CAN,Nat_CAN,Verbs,0.106746371
2169,Nat,CAN,Nat_CAN,Nouns,0.166524338
2170,Nat,CAN,Nat_CAN,Adjectives,0.081981213
2171,Nat,CAN,Nat_CAN,Adverbs,0.071733561
2172,Phr,NZ,Phr_NZ,Verbs,0.14084507
2173,Phr,NZ,Phr_NZ,Nouns,0.149647887
2174,Phr,NZ,Phr_NZ,Adjectives,0.058098592
2175,Phr,NZ,Phr_NZ,Adverbs,0.077464789
2176,Nat,NZ,Nat_NZ,Verbs,0.134775374
2177,Nat,NZ,Nat_NZ,Nouns,0.169717138
2178,Nat,NZ,Nat_NZ,Adjectives,0.053244592
2179,Nat,NZ,Nat_NZ,Adverbs,0.053244592
2180,Nat,NZ,Nat_NZ,Verbs,0.129551228
2181,Nat,NZ,Nat_NZ,Nouns,0.149026249
2182,Nat,NZ,Nat_NZ,Adjectives,0.064352244
2183,Nat,NZ,Nat_NZ,Adverbs,0.044030483
2184,Nat,NZ,Nat_NZ,Verbs,0.116681072
2185,Nat,NZ,Nat_NZ,Nouns,0.132238548
2186,Nat,NZ,Nat_NZ,Adjectives,0.076058773
2187,Nat,NZ,Nat_NZ,Adverbs,0.072601556
2188,Phr,NZ,Phr_NZ,Verbs,0.146959459
2189,Phr,NZ,Phr_NZ,Nouns,0.155405405
2190,Phr,NZ,Phr_NZ,Adjectives,0.065878378
2191,Phr,NZ,Phr_NZ,Adverbs,0.064189189
2192,Nat,NZ,Nat_NZ,Verbs,0.140215716
2193,Nat,NZ,Nat_NZ,Nouns,0.151001541
2194,Nat,NZ,Nat_NZ,Adjectives,0.063174114
2195,Nat,NZ,Nat_NZ,Adverbs,0.092449923
2196,Sty,US,Sty_US,Verbs,0.122149837
2197,Sty,US,Sty_US,Nouns,0.171009772
2198,Sty,US,Sty_US,Adjectives,0.066775244
2199,Sty,US,Sty_US,Adverbs,0.076547231
2200,Nat,US,Nat_US,Verbs,0.154471545
2201,Nat,US,Nat_US,Nouns,0.117073171
2202,Nat,US,Nat_US,Adjectives,0.06504065
2203,Nat,US,Nat_US,Adverbs,0.069918699
2204,Nat,NZ,Nat_NZ,Verbs,0.132305195
2205,Nat,NZ,Nat_NZ,Nouns,0.131493506
2206,Nat,NZ,Nat_NZ,Adjectives,0.047077922
2207,Nat,NZ,Nat_NZ,Adverbs,0.071428571
2212,Par,NZ,Par_NZ,Verbs,0.14261745
2213,Par,NZ,Par_NZ,Nouns,0.184563758
2214,Par,NZ,Par_NZ,Adjectives,0.070469799
2215,Par,NZ,Par_NZ,Adverbs,0.046979866
2216,Nat,NZ,Nat_NZ,Verbs,0.129757785
2217,Nat,NZ,Nat_NZ,Nouns,0.153979239
2218,Nat,NZ,Nat_NZ,Adjectives,0.060553633
2219,Nat,NZ,Nat_NZ,Adverbs,0.076124567
2220,Phr,NZ,Phr_NZ,Verbs,0.128205128
2221,Phr,NZ,Phr_NZ,Nouns,0.126602564
2222,Phr,NZ,Phr_NZ,Adjectives,0.059294872
2223,Phr,NZ,Phr_NZ,Adverbs,0.081730769
2224,Nat,NZ,Nat_NZ,Verbs,0.1046875
2225,Nat,NZ,Nat_NZ,Nouns,0.14375
2226,Nat,NZ,Nat_NZ,Adjectives,0.0828125
2227,Nat,NZ,Nat_NZ,Adverbs,0.0578125
2228,Phr,NZ,Phr_NZ,Verbs,0.147102526
2229,Phr,NZ,Phr_NZ,Nouns,0.136701337
2230,Phr,NZ,Phr_NZ,Adjectives,0.034175334
2231,Phr,NZ,Phr_NZ,Adverbs,0.086181278
2232,Nat,NZ,Nat_NZ,Verbs,0.155698234
2233,Nat,NZ,Nat_NZ,Nouns,0.168539326
2234,Nat,NZ,Nat_NZ,Adjectives,0.062600321
2235,Nat,NZ,Nat_NZ,Adverbs,0.040128411
2236,Phr,CAN,Phr_CAN,Verbs,0.152979066
2237,Phr,CAN,Phr_CAN,Nouns,0.136876006
2238,Phr,CAN,Phr_CAN,Adjectives,0.046698873
2239,Phr,CAN,Phr_CAN,Adverbs,0.090177134
2240,Nat,CAN,Nat_CAN,Verbs,0.097345133
2241,Nat,CAN,Nat_CAN,Nouns,0.178761062
2242,Nat,CAN,Nat_CAN,Adjectives,0.09380531
2243,Nat,CAN,Nat_CAN,Adverbs,0.051327434
2244,Sty,NZ,Sty_NZ,Verbs,0.141818182
2245,Sty,NZ,Sty_NZ,Nouns,0.154545455
2246,Sty,NZ,Sty_NZ,Adjectives,0.074545455
2247,Sty,NZ,Sty_NZ,Adverbs,0.032727273
2248,Nat,NZ,Nat_NZ,Verbs,0.110927152
2249,Nat,NZ,Nat_NZ,Nouns,0.165562914
2250,Nat,NZ,Nat_NZ,Adjectives,0.074503311
2251,Nat,NZ,Nat_NZ,Adverbs,0.059602649
2252,Phr,UK,Phr_UK,Verbs,0.114143921
2253,Phr,UK,Phr_UK,Nouns,0.140198511
2254,Phr,UK,Phr_UK,Adjectives,0.052109181
2255,Phr,UK,Phr_UK,Adverbs,0.083126551
2256,Nat,UK,Nat_UK,Verbs,0.137150466
2257,Nat,UK,Nat_UK,Nouns,0.143808256
2258,Nat,UK,Nat_UK,Adjectives,0.045272969
2259,Nat,UK,Nat_UK,Adverbs,0.065246338
2260,Nat,NZ,Nat_NZ,Verbs,0.146106737
2261,Nat,NZ,Nat_NZ,Nouns,0.153980752
2262,Nat,NZ,Nat_NZ,Adjectives,0.061242345
2263,Nat,NZ,Nat_NZ,Adverbs,0.065616798
2264,Sty,NZ,Sty_NZ,Verbs,0.1515625
2265,Sty,NZ,Sty_NZ,Nouns,0.159375
2266,Sty,NZ,Sty_NZ,Adjectives,0.0765625
2267,Sty,NZ,Sty_NZ,Adverbs,0.0484375
2268,Nat,NZ,Nat_NZ,Verbs,0.145797599
2269,Nat,NZ,Nat_NZ,Nouns,0.176672384
2270,Nat,NZ,Nat_NZ,Adjectives,0.061749571
2271,Nat,NZ,Nat_NZ,Adverbs,0.066895369
2272,Nat,CAN,Nat_CAN,Verbs,0.146464646
2273,Nat,CAN,Nat_CAN,Nouns,0.14983165
2274,Nat,CAN,Nat_CAN,Adjectives,0.051346801
2275,Nat,CAN,Nat_CAN,Adverbs,0.058080808
2280,Par,NZ,Par_NZ,Verbs,0.139020537
2281,Par,NZ,Par_NZ,Nouns,0.17535545
2282,Par,NZ,Par_NZ,Adjectives,0.061611374
2283,Par,NZ,Par_NZ,Adverbs,0.064770932
2284,Nat,NZ,Nat_NZ,Verbs,0.119863014
2285,Nat,NZ,Nat_NZ,Nouns,0.159246575
2286,Nat,NZ,Nat_NZ,Adjectives,0.078767123
2287,Nat,NZ,Nat_NZ,Adverbs,0.058219178
2288,Phr,US,Phr_US,Verbs,0.129471891
2289,Phr,US,Phr_US,Nouns,0.189097104
2290,Phr,US,Phr_US,Adjectives,0.051107325
2291,Phr,US,Phr_US,Adverbs,0.069846678
2292,Nat,US,Nat_US,Verbs,0.143100511
2293,Nat,US,Nat_US,Nouns,0.158432709
2294,Nat,US,Nat_US,Adjectives,0.044293015
2295,Nat,US,Nat_US,Adverbs,0.05451448
2296,Nat,CAN,Nat_CAN,Verbs,0.158249158
2297,Nat,CAN,Nat_CAN,Nouns,0.142255892
2298,Nat,CAN,Nat_CAN,Adjectives,0.045454545
2299,Nat,CAN,Nat_CAN,Adverbs,0.068181818
2300,Phr,US,Phr_US,Verbs,0.124542125
2301,Phr,US,Phr_US,Nouns,0.168498168
2302,Phr,US,Phr_US,Adjectives,0.100732601
2303,Phr,US,Phr_US,Adverbs,0.056776557
2304,Nat,US,Nat_US,Verbs,0.147747748
2305,Nat,US,Nat_US,Nouns,0.18018018
2306,Nat,US,Nat_US,Adjectives,0.077477477
2307,Nat,US,Nat_US,Adverbs,0.068468468
2308,Nat,NZ,Nat_NZ,Verbs,0.131603336
2309,Nat,NZ,Nat_NZ,Nouns,0.141797961
2310,Nat,NZ,Nat_NZ,Adjectives,0.060240964
2311,Nat,NZ,Nat_NZ,Adverbs,0.086190918
2316,Par,NZ,Par_NZ,Verbs,0.15916955
2317,Par,NZ,Par_NZ,Nouns,0.192041522
2318,Par,NZ,Par_NZ,Adjectives,0.079584775
2319,Par,NZ,Par_NZ,Adverbs,0.065743945
2320,Nat,NZ,Nat_NZ,Verbs,0.139759036
2321,Nat,NZ,Nat_NZ,Nouns,0.177108434
2322,Nat,NZ,Nat_NZ,Adjectives,0.056626506
2323,Nat,NZ,Nat_NZ,Adverbs,0.075903614
2324,Sty,NZ,Sty_NZ,Verbs,0.154882155
2325,Sty,NZ,Sty_NZ,Nouns,0.196969697
2326,Sty,NZ,Sty_NZ,Adjectives,0.070707071
2327,Sty,NZ,Sty_NZ,Adverbs,0.04040404
2328,Nat,NZ,Nat_NZ,Verbs,0.127208481
2329,Nat,NZ,Nat_NZ,Nouns,0.167844523
2330,Nat,NZ,Nat_NZ,Adjectives,0.060070671
2331,Nat,NZ,Nat_NZ,Adverbs,0.061837456
2336,Par,CAN,Par_CAN,Verbs,0.161936561
2337,Par,CAN,Par_CAN,Nouns,0.183639399
2338,Par,CAN,Par_CAN,Adjectives,0.053422371
2339,Par,CAN,Par_CAN,Adverbs,0.070116861
2340,Nat,CAN,Nat_CAN,Verbs,0.131438721
2341,Nat,CAN,Nat_CAN,Nouns,0.172291297
2342,Nat,CAN,Nat_CAN,Adjectives,0.062166963
2343,Nat,CAN,Nat_CAN,Adverbs,0.017761989
2344,Phr,CAN,Phr_CAN,Verbs,0.129829985
2345,Phr,CAN,Phr_CAN,Nouns,0.15301391
2346,Phr,CAN,Phr_CAN,Adjectives,0.069551777
2347,Phr,CAN,Phr_CAN,Adverbs,0.044822257
2348,Nat,CAN,Nat_CAN,Verbs,0.149914821
2349,Nat,CAN,Nat_CAN,Nouns,0.146507666
2350,Nat,CAN,Nat_CAN,Adjectives,0.080068143
2351,Nat,CAN,Nat_CAN,Adverbs,0.068143101
2352,Nat,CAN,Nat_CAN,Verbs,0.148425787
2353,Nat,CAN,Nat_CAN,Nouns,0.136431784
2354,Nat,CAN,Nat_CAN,Adjectives,0.033733133
2355,Nat,CAN,Nat_CAN,Adverbs,0.071964018
2356,Par,NZ,Par_NZ,Verbs,0.145580589
2357,Par,NZ,Par_NZ,Nouns,0.152512998
2358,Par,NZ,Par_NZ,Adjectives,0.060658579
2359,Par,NZ,Par_NZ,Adverbs,0.045060659
2360,Nat,NZ,Nat_NZ,Verbs,0.129390018
2361,Nat,NZ,Nat_NZ,Nouns,0.155268022
2362,Nat,NZ,Nat_NZ,Adjectives,0.096118299
2363,Nat,NZ,Nat_NZ,Adverbs,0.081330869
2364,Sty,CAN,Sty_CAN,Verbs,0.132107023
2365,Sty,CAN,Sty_CAN,Nouns,0.160535117
2366,Sty,CAN,Sty_CAN,Adjectives,0.031772575
2367,Sty,CAN,Sty_CAN,Adverbs,0.060200669
2368,Nat,CAN,Nat_CAN,Verbs,0.129746835
2369,Nat,CAN,Nat_CAN,Nouns,0.121835443
2370,Nat,CAN,Nat_CAN,Adjectives,0.071202532
2371,Nat,CAN,Nat_CAN,Adverbs,0.079113924
2372,Nat,AUS,Nat_AUS,Verbs,0.11919369
2373,Nat,AUS,Nat_AUS,Nouns,0.20508326
2374,Nat,AUS,Nat_AUS,Adjectives,0.095530237
2375,Nat,AUS,Nat_AUS,Adverbs,0.042068361
2376,Phr,NZ,Phr_NZ,Verbs,0.130016051
2377,Phr,NZ,Phr_NZ,Nouns,0.138041734
2378,Phr,NZ,Phr_NZ,Adjectives,0.070626003
2379,Phr,NZ,Phr_NZ,Adverbs,0.065810594
2380,Nat,NZ,Nat_NZ,Verbs,0.137007874
2381,Nat,NZ,Nat_NZ,Nouns,0.130708661
2382,Nat,NZ,Nat_NZ,Adjectives,0.05984252
2383,Nat,NZ,Nat_NZ,Adverbs,0.058267717
2384,Phr,AUS,Phr_AUS,Verbs,0.147313692
2385,Phr,AUS,Phr_AUS,Nouns,0.162911612
2386,Phr,AUS,Phr_AUS,Adjectives,0.057192374
2387,Phr,AUS,Phr_AUS,Adverbs,0.060658579
2388,Nat,AUS,Nat_AUS,Verbs,0.144634526
2389,Nat,AUS,Nat_AUS,Nouns,0.164852255
2390,Nat,AUS,Nat_AUS,Adjectives,0.076205288
2391,Nat,AUS,Nat_AUS,Adverbs,0.052877138
2392,Sty,UK,Sty_UK,Verbs,0.125441696
2393,Sty,UK,Sty_UK,Nouns,0.14664311
2394,Sty,UK,Sty_UK,Adjectives,0.070671378
2395,Sty,UK,Sty_UK,Adverbs,0.065371025
2396,Nat,UK,Nat_UK,Verbs,0.114081996
2397,Nat,UK,Nat_UK,Nouns,0.160427807
2398,Nat,UK,Nat_UK,Adjectives,0.069518717
2399,Nat,UK,Nat_UK,Adverbs,0.049910873
2404,Par,AUS,Par_AUS,Verbs,0.143292683
2405,Par,AUS,Par_AUS,Nouns,0.182926829
2406,Par,AUS,Par_AUS,Adjectives,0.057926829
2407,Par,AUS,Par_AUS,Adverbs,0.051829268
2408,Nat,AUS,Nat_AUS,Verbs,0.136752137
2409,Nat,AUS,Nat_AUS,Nouns,0.153846154
2410,Nat,AUS,Nat_AUS,Adjectives,0.071794872
2411,Nat,AUS,Nat_AUS,Adverbs,0.066666667
2412,Nat,AUS,Nat_AUS,Verbs,0.120954003
2413,Nat,AUS,Nat_AUS,Nouns,0.140545145
2414,Nat,AUS,Nat_AUS,Adjectives,0.073253833
2415,Nat,AUS,Nat_AUS,Adverbs,0.062180579
2416,Sty,AUS,Sty_AUS,Verbs,0.140752864
2417,Sty,AUS,Sty_AUS,Nouns,0.14893617
2418,Sty,AUS,Sty_AUS,Adjectives,0.057283142
2419,Sty,AUS,Sty_AUS,Adverbs,0.037643208
2420,Nat,AUS,Nat_AUS,Verbs,0.140866873
2421,Nat,AUS,Nat_AUS,Nouns,0.16873065
2422,Nat,AUS,Nat_AUS,Adjectives,0.046439628
2423,Nat,AUS,Nat_AUS,Adverbs,0.060371517
2424,Sty,CAN,Sty_CAN,Verbs,0.142611684
2425,Sty,CAN,Sty_CAN,Nouns,0.176975945
2426,Sty,CAN,Sty_CAN,Adjectives,0.075601375
2427,Sty,CAN,Sty_CAN,Adverbs,0.027491409
2428,Nat,CAN,Nat_CAN,Verbs,0.144537815
2429,Nat,CAN,Nat_CAN,Nouns,0.151260504
2430,Nat,CAN,Nat_CAN,Adjectives,0.060504202
2431,Nat,CAN,Nat_CAN,Adverbs,0.05210084
2432,Nat,NZ,Nat_NZ,Verbs,0.135310473
2433,Nat,NZ,Nat_NZ,Nouns,0.16218721
2434,Nat,NZ,Nat_NZ,Adjectives,0.084337349
2435,Nat,NZ,Nat_NZ,Adverbs,0.040778499
2436,Sty,AUS,Sty_AUS,Verbs,0.116554054
2437,Sty,AUS,Sty_AUS,Nouns,0.185810811
2438,Sty,AUS,Sty_AUS,Adjectives,0.081081081
2439,Sty,AUS,Sty_AUS,Adverbs,0.050675676
2440,Nat,AUS,Nat_AUS,Verbs,0.148623853
2441,Nat,AUS,Nat_AUS,Nouns,0.174311927
2442,Nat,AUS,Nat_AUS,Adjectives,0.075229358
2443,Nat,AUS,Nat_AUS,Adverbs,0.025688073
2444,Sty,AUS,Sty_AUS,Verbs,0.116086235
2445,Sty,AUS,Sty_AUS,Nouns,0.194029851
2446,Sty,AUS,Sty_AUS,Adjectives,0.058043118
2447,Sty,AUS,Sty_AUS,Adverbs,0.059701493
2448,Nat,AUS,Nat_AUS,Verbs,0.10851419
2449,Nat,AUS,Nat_AUS,Nouns,0.166944908
2450,Nat,AUS,Nat_AUS,Adjectives,0.060100167
2451,Nat,AUS,Nat_AUS,Adverbs,0.058430718
2452,Nat,CAN,Nat_CAN,Verbs,0.149107143
2453,Nat,CAN,Nat_CAN,Nouns,0.190178571
2454,Nat,CAN,Nat_CAN,Adjectives,0.063392857
2455,Nat,CAN,Nat_CAN,Adverbs,0.048214286
2456,Phr,NZ,Phr_NZ,Verbs,0.117142857
2457,Phr,NZ,Phr_NZ,Nouns,0.161428571
2458,Phr,NZ,Phr_NZ,Adjectives,0.067142857
2459,Phr,NZ,Phr_NZ,Adverbs,0.058571429
2460,Nat,NZ,Nat_NZ,Verbs,0.117957746
2461,Nat,NZ,Nat_NZ,Nouns,0.184859155
2462,Nat,NZ,Nat_NZ,Adjectives,0.082746479
2463,Nat,NZ,Nat_NZ,Adverbs,0.052816901
2464,Nat,NZ,Nat_NZ,Verbs,0.124166667
2465,Nat,NZ,Nat_NZ,Nouns,0.135833333
2466,Nat,NZ,Nat_NZ,Adjectives,0.0575
2467,Nat,NZ,Nat_NZ,Adverbs,0.073333333
2472,Par,AUS,Par_AUS,Verbs,0.134775374
2473,Par,AUS,Par_AUS,Nouns,0.178036606
2474,Par,AUS,Par_AUS,Adjectives,0.064891847
2475,Par,AUS,Par_AUS,Adverbs,0.06655574
2476,Nat,AUS,Nat_AUS,Verbs,0.111864407
2477,Nat,AUS,Nat_AUS,Nouns,0.147457627
2478,Nat,AUS,Nat_AUS,Adjectives,0.081355932
2479,Nat,AUS,Nat_AUS,Adverbs,0.055932203
2484,Par,CAN,Par_CAN,Verbs,0.138088012
2485,Par,CAN,Par_CAN,Nouns,0.142640364
2486,Par,CAN,Par_CAN,Adjectives,0.071320182
2487,Par,CAN,Par_CAN,Adverbs,0.077389985
2488,Nat,CAN,Nat_CAN,Verbs,0.145604396
